Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_24_068.jpg;0;0;0;0;99.66998;85.58897;0.0002425623;316.3243;-1.013496E-05
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_24_136.jpg;-3.789546;0;0;0;99.66998;85.58897;0.0002425573;315.6404;-9.382905E-06
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_24_204.jpg;-4.063261;0;0;0;99.66998;85.58897;0.0002431715;314.7927;-9.611442E-06
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_24_268.jpg;-0.007023811;0;0;0;99.66998;85.58897;0.000244457;314.5623;-1.222358E-05
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_24_336.jpg;0;0;0;0;99.66998;85.58897;0.0002433051;314.5623;-1.25013E-05
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_24_399.jpg;0;0;0;0;99.66998;85.58897;0.0002426495;314.5623;-1.2694E-05
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_24_452.jpg;0;0;0;0;99.66998;85.58897;0.0002423307;314.5623;-1.290933E-05
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_24_520.jpg;0;0;0;0;99.66998;85.58897;0.0002416167;314.5623;-1.296281E-05
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_24_583.jpg;0;0;0;0;99.66998;85.58897;0.0002410444;314.5623;-1.267065E-05
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_24_636.jpg;0;0;0;0;99.66998;85.58897;0.0002402949;314.5623;-1.224819E-05
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_24_703.jpg;0;0;0;0;99.66998;85.58897;0.0002391301;314.5623;-1.171325E-05
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_24_767.jpg;0;0;0;0;99.66998;85.58897;0.0002380462;314.5623;-1.09808E-05
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_24_827.jpg;0;0;0;0;99.66998;85.58897;0.0002368255;314.5623;-1.001929E-05
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_24_883.jpg;0;0;0;0;99.66998;85.58897;0.0002356072;314.5623;-8.770447E-06
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_24_936.jpg;0;0.06261027;0;0;99.6701;85.58884;0.004637338;314.562;-8.651233E-06
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_25_004.jpg;0;0.2519971;0;0;99.67059;85.58836;0.01902469;314.5727;3.635208E-05
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_25_067.jpg;0;0.268389;0;0.02723126;99.67177;85.58716;0.05352397;314.739;-9.25878E-05
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_25_136.jpg;0;0.063936;0;0.03305825;99.67465;85.58426;0.1325703;314.8481;-0.0002496527
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_25_204.jpg;0;0;0;0.0384387;99.67699;85.58191;0.1897929;314.8533;-0.0003424318
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_25_267.jpg;0;0;0;0.03856206;99.67916;85.5797;0.23443;314.8533;-0.000383441
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_25_336.jpg;0;0;0;0.03857982;99.68182;85.57701;0.2745367;314.8533;-0.0004198146
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_25_404.jpg;0;0;0;0.03860329;99.68364;85.57516;0.2907658;314.8533;-0.0004342962
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_25_467.jpg;-1.487381;0;0;0.03863432;99.68533;85.57346;0.2958404;314.764;-2.033076E-05
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_25_527.jpg;-4.258709;0;0;0.03618154;99.68671;85.57206;0.2853275;314.1686;0.002401095
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_25_588.jpg;-6.647265;0;0;0.03106808;99.68745;85.57127;0.2507523;313.0398;0.005858371
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_25_652.jpg;-9.711313;0;0;0.02107007;99.6877;85.57101;0.1981976;311.4644;0.008406013
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_25_721.jpg;-12.54253;0;0;0.01843936;99.68777;85.57092;0.120974;308.6267;0.007983018
